pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
60,Yukon,Yukon,3/26/2020,,3,0,0,3,416,327,,,9893,7776,0,0,7.13,0,0,0,0,140,,100,3,7.13,3,7.13,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/26/2020,,1,0,0,1,481,477,,,10651,10562,0,0,2.21,0,0,0,0,27,,100,1,2.21,1,2.21,0,0,1,2.21,0,0,0,0.32,0,0,0
62,Nunavut,Nunavut,3/26/2020,,0,0,0,0,116,53,,,2948,1347,0,0,0,0,0,,19,21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/26/2020,,13,0,0,13,76,48,,,,,0,0,,,0,0,0,0,,100,13,,12,,0,,3,,0,,0,,0,,
1,Canada,Canada,3/26/2020,,4018,25,39,4043,161679,112449,230,5.69,4254,2959,634,18.6,10.64,0.1,4,0.96,13814,10911,230,93.35,3774,9.93,3902,10.27,37,0.1,3170,8.34,27,0.07,453,1.19,4,0.01,0.61
59,British Columbia,Colombie-Britannique,3/27/2020,,725,0,14,725,31536,32473,186,25.66,6126,6308,0,0,14.08,0.27,0,1.93,1298,2754,0,72.41,525,10.2,672,13.05,13,0.25,454,8.82,5,0.1,65,1.26,1,0.01,0
48,Alberta,Alberta,3/27/2020,,542,0,2,542,38215,36010,27,4.98,8642,8144,56,11.52,12.26,0.05,0,0.37,1615,1645,0,94.65,513,11.6,519,11.74,2,0.05,347,7.85,1,0.02,50,1.12,0,0,0
47,Saskatchewan,Saskatchewan,3/27/2020,,104,0,0,104,7360,5999,3,2.88,6244,5090,9,9.47,8.82,0,0,0,631,645,0,97.12,101,8.57,103,8.74,0,0,78,6.62,0,0,11,0.95,0,0,0
46,Manitoba,Manitoba,3/27/2020,,25,14,1,39,6022,5387,1,2.56,4366,3906,3,8.33,2.83,0.07,1,2.56,593,734,0,94.87,37,2.68,36,2.61,1,0.07,22,1.6,1,0.07,3,0.23,0,0.01,0
35,Ontario,Ontario,3/27/2020,,993,0,18,993,43651,0,8,0.81,2963,,135,15.73,6.74,0.12,3,1.81,2434,0,0,97.38,967,6.56,914,6.2,17,0.12,682,4.63,16,0.11,97,0.66,2,0.02,0
24,Quebec,QuÃ©bec,3/27/2020,,2021,0,18,2021,34356,35393,29,1.43,4007,4128,392,24.06,23.57,0.21,10,0.89,1045,5297,27,97.67,1974,23.02,2004,23.37,18,0.21,1882,21.95,17,0.2,269,3.14,2,0.03,0.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/27/2020,,102,0,0,102,1684,2533,,,3225,4852,20,24.39,19.54,0,0,0,237,260,,100,102,19.54,102,19.54,0,0,98,18.77,0,0,14,2.68,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/27/2020,,45,0,0,45,2179,2218,1,2.22,2788,2838,12,36.36,5.76,0,0,0,330,307,1,97.78,44,5.63,44,5.63,0,0,34,4.35,0,0,5,0.62,0,0,0.13
12,Nova Scotia,Nouvelle-Ã‰cosse,3/27/2020,,90,0,0,90,3946,3405,2,2.22,4029,3477,17,23.29,9.19,0,0,0,529,474,0,97.78,88,8.99,90,9.19,0,0,75,7.66,0,0,11,1.09,0,0,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/27/2020,,11,0,0,11,422,242,1,9.09,2644,1516,2,22.22,6.89,0,0,0,69,0,0,90.91,10,6.26,11,6.89,0,0,9,5.64,0,0,1,0.81,0,0,0
60,Yukon,Yukon,3/27/2020,,3,0,0,3,603,383,,,14339,9108,0,0,7.13,0,0,0,187,56,,100,3,7.13,3,7.13,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/27/2020,,1,0,0,1,545,521,,,12068,11537,0,0,2.21,0,0,0,64,44,,100,1,2.21,1,2.21,0,0,1,2.21,0,0,0,0.32,0,0,0
62,Nunavut,Nunavut,3/27/2020,,0,0,0,0,125,54,,,3176,1372,0,0,0,0,0,,9,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/27/2020,,13,0,0,13,76,48,,,,,0,0,,,0,0,0,0,,100,13,,11,,0,,0,,0,,0,,0,,
1,Canada,Canada,3/27/2020,,4675,14,53,4689,170720,124666,256,5.46,4492,3280,646,15.98,12.34,0.14,14,1.13,9041,12217,26,93.41,4380,11.52,4510,11.87,51,0.13,3685,9.7,40,0.11,526,1.39,6,0.02,0.07
59,British Columbia,Colombie-Britannique,3/28/2020,,884,0,16,884,31536,35146,396,44.8,6126,6827,159,21.93,17.17,0.31,2,1.81,0,2673,210,53.39,472,9.17,820,15.93,15,0.29,460,8.94,6,0.12,66,1.28,1,0.02,4.08
48,Alberta,Alberta,3/28/2020,,542,0,2,542,38215,37326,53,9.78,8642,8441,0,0,12.26,0.05,0,0.37,0,1316,26,89.85,487,11.01,513,11.6,2,0.05,316,7.15,1,0.02,45,1.02,0,0,0.59
47,Saskatchewan,Saskatchewan,3/28/2020,,134,0,0,134,8009,6664,3,2.24,6795,5654,30,28.85,11.37,0,0,0,649,665,0,97.76,131,11.11,132,11.2,0,0,90,7.64,0,0,13,1.09,0,0,0
46,Manitoba,Manitoba,3/28/2020,,25,39,1,64,6931,5993,1,1.56,5025,4345,25,64.1,4.64,0.07,0,1.56,909,606,0,96.88,62,4.5,60,4.35,1,0.07,45,3.26,1,0.07,6,0.47,0,0.01,0
35,Ontario,Ontario,3/28/2020,,993,0,18,993,45836,0,8,0.81,3111,,0,0,6.74,0.12,0,1.81,2185,0,0,97.38,967,6.56,914,6.2,17,0.12,616,4.18,15,0.1,88,0.6,2,0.01,0
24,Quebec,QuÃ©bec,3/28/2020,,2498,0,22,2498,46087,41386,29,1.16,5375,4827,477,23.6,29.13,0.26,4,0.88,11731,5993,0,97.96,2447,28.54,2481,28.93,22,0.26,2277,26.56,18,0.21,325,3.79,3,0.03,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/28/2020,,120,0,0,120,1907,2784,4,3.33,3653,5332,18,17.65,22.98,0,0,0,223,251,4,96.67,116,22.22,120,22.98,0,0,114,21.83,0,0,16,3.12,0,0,0.77
13,New Brunswick,Nouveau-Brunswick,3/28/2020,,51,0,0,51,2512,2548,2,3.92,3214,3260,6,13.33,6.53,0,0,0,333,330,1,96.08,49,6.27,49,6.27,0,0,34,4.35,0,0,5,0.62,0,0,0.13
12,Nova Scotia,Nouvelle-Ã‰cosse,3/28/2020,,110,0,0,110,4487,3793,4,3.64,4582,3873,20,22.22,11.23,0,0,0,541,388,2,96.36,106,10.82,110,11.23,0,0,89,9.09,0,0,13,1.3,0,0,0.2
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/28/2020,,11,0,0,11,422,389,1,9.09,2644,2437,0,0,6.89,0,0,0,0,147,0,90.91,10,6.26,11,6.89,0,0,9,5.64,0,0,1,0.81,0,0,0
60,Yukon,Yukon,3/28/2020,,4,0,0,4,641,449,,,15243,10677,1,33.33,9.51,0,0,0,38,66,,100,4,9.51,4,9.51,0,0,4,9.51,0,0,1,1.36,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/28/2020,,1,0,0,1,740,557,,,16386,12334,0,0,2.21,0,0,0,195,36,,100,1,2.21,1,2.21,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,3/28/2020,,0,0,0,0,125,70,,,3176,1779,0,0,0,0,0,,0,16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/28/2020,,13,0,0,13,76,48,,,,,0,0,,,0,0,0,0,,100,13,,11,,0,,0,,0,,0,,0,,
1,Canada,Canada,3/28/2020,,5386,39,59,5425,187524,137153,502,9.25,4934,3609,736,15.7,14.27,0.16,6,1.09,16804,12487,246,89.66,4864,12.8,5226,13.75,57,0.15,4054,10.67,41,0.11,579,1.52,6,0.02,0.65
59,British Columbia,Colombie-Britannique,3/29/2020,,884,0,17,884,33476,37332,396,44.8,6503,7252,0,0,17.17,0.33,1,1.92,1940,2186,0,53.28,471,9.15,811,15.75,16,0.31,460,8.94,7,0.14,66,1.28,1,0.02,0
48,Alberta,Alberta,3/29/2020,,621,0,2,621,44097,41023,73,11.76,9972,9277,79,14.58,14.04,0.05,0,0.32,5882,3697,20,87.92,546,12.35,582,13.16,2,0.05,362,8.19,1,0.02,52,1.17,0,0,0.45
47,Saskatchewan,Saskatchewan,3/29/2020,,134,0,0,134,8822,7332,4,2.99,7485,6221,0,0,11.37,0,0,0,813,668,1,97.01,130,11.03,132,11.2,0,0,82,6.96,0,0,12,0.99,0,0,0.08
46,Manitoba,Manitoba,3/29/2020,,69,3,1,72,7876,6910,1,1.39,5710,5010,8,12.5,5.22,0.07,0,1.39,945,917,0,97.22,70,5.08,68,4.93,1,0.07,53,3.84,1,0.07,8,0.55,0,0.01,0
35,Ontario,Ontario,3/29/2020,,1355,0,19,1355,52002,0,8,0.59,3529,,362,36.46,9.2,0.13,1,1.4,6166,0,0,98.01,1328,9.01,1252,8.5,18,0.12,930,6.31,14,0.1,133,0.9,2,0.01,0
24,Quebec,QuÃ©bec,3/29/2020,,2840,0,22,2840,52204,47780,29,1.02,6088,5572,342,13.69,33.12,0.26,0,0.77,6117,6394,0,98.2,2789,32.53,2816,32.84,22,0.26,2619,30.54,18,0.21,374,4.36,3,0.03,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/29/2020,,135,0,0,135,2107,3100,4,2.96,4036,5938,15,12.5,25.86,0,0,0,200,316,0,97.04,131,25.09,134,25.67,0,0,126,24.13,0,0,18,3.45,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/29/2020,,66,0,0,66,2847,2930,2,3.03,3643,3749,15,29.41,8.45,0,0,0,335,382,0,96.97,64,8.19,64,8.19,0,0,49,6.27,0,0,7,0.9,0,0,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/29/2020,,122,0,0,122,4984,4404,4,3.28,5089,4497,12,10.91,12.46,0,0,0,497,611,0,96.72,118,12.05,122,12.46,0,0,94,9.6,0,0,13,1.37,0,0,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/29/2020,,11,0,0,11,477,458,1,9.09,2988,2869,0,0,6.89,0,0,0,55,69,0,90.91,10,6.26,10,6.26,0,0,8,5.01,0,0,1,0.72,0,0,0
60,Yukon,Yukon,3/29/2020,,4,0,0,4,678,502,,,16123,11938,0,0,9.51,0,0,0,37,53,,100,4,9.51,4,9.51,0,0,4,9.51,0,0,1,1.36,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/29/2020,,1,0,0,1,740,697,,,16386,15434,0,0,2.21,0,0,0,0,140,,100,1,2.21,1,2.21,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,3/29/2020,,0,0,0,0,125,79,,,3176,2007,0,0,0,0,0,,0,9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/29/2020,,13,0,0,13,76,48,,,,,0,0,,,0,0,0,0,,100,13,,9,,0,,0,,0,,0,,0,,
1,Canada,Canada,3/29/2020,,6255,3,61,6258,210511,152595,522,8.34,5539,4015,833,15.35,16.47,0.16,2,0.97,22987,15442,20,90.68,5675,14.93,6005,15.8,59,0.16,4787,12.6,41,0.11,684,1.8,6,0.02,0.05
59,British Columbia,Colombie-Britannique,3/30/2020,,960,0,19,960,34969,39115,469,48.85,6793,7599,76,8.6,18.65,0.37,2,1.98,1493,1783,73,49.17,472,9.17,887,17.23,15,0.29,488,9.48,6,0.12,70,1.35,1,0.02,1.42
48,Alberta,Alberta,3/30/2020,,690,0,8,690,46057,43168,94,13.62,10416,9762,69,11.11,15.6,0.18,6,1.16,1960,2145,21,85.22,588,13.3,634,14.34,8,0.18,389,8.8,7,0.16,56,1.26,1,0.02,0.47
47,Saskatchewan,Saskatchewan,3/30/2020,,175,0,2,175,9372,8170,14,8,7951,6931,41,30.6,14.85,0.17,2,1.14,550,838,10,90.86,159,13.49,169,14.34,2,0.17,109,9.25,2,0.17,16,1.32,0,0.02,0.85
46,Manitoba,Manitoba,3/30/2020,,83,13,1,96,8326,7119,2,2.08,6037,5161,24,33.33,6.96,0.07,0,1.04,450,209,1,96.88,93,6.74,89,6.45,1,0.07,76,5.51,1,0.07,11,0.79,0,0.01,0.07
35,Ontario,Ontario,3/30/2020,,1706,0,33,1706,54112,0,431,25.26,3673,,351,25.9,11.58,0.22,14,1.93,2110,0,423,72.8,1242,8.43,1561,10.59,32,0.22,1203,8.16,27,0.18,172,1.17,4,0.03,2.87
24,Quebec,QuÃ©bec,3/30/2020,,3430,0,25,3430,59715,53744,29,0.85,6964,6268,590,20.77,40,0.29,3,0.73,7511,5964,0,98.43,3376,39.37,3391,39.55,25,0.29,2802,32.68,21,0.24,400,4.67,3,0.03,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/30/2020,,148,0,1,148,2332,3333,7,4.73,4467,6384,13,9.63,28.35,0.19,1,0.68,225,233,3,94.59,140,26.81,147,28.16,1,0.19,124,23.75,1,0.19,18,3.39,0,0.03,0.57
13,New Brunswick,Nouveau-Brunswick,3/30/2020,,68,0,0,68,3267,3219,2,2.94,4181,4119,2,3.03,8.7,0,0,0,420,289,0,97.06,66,8.45,62,7.93,0,0,51,6.53,0,0,7,0.93,0,0,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/30/2020,,127,0,0,127,5492,4938,10,7.87,5608,5042,5,4.1,12.97,0,0,0,508,534,6,92.13,117,11.95,124,12.66,0,0,86,8.78,0,0,12,1.25,0,0,0.61
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/30/2020,,18,0,0,18,477,458,1,5.56,2988,2869,7,63.64,11.28,0,0,0,0,0,0,94.44,17,10.65,17,10.65,0,0,15,9.4,0,0,2,1.34,0,0,0
60,Yukon,Yukon,3/30/2020,,5,0,0,5,688,541,,,16361,12865,1,25,11.89,0,0,0,10,39,,100,5,11.89,5,11.89,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/30/2020,,1,0,0,1,740,769,,,16386,17028,0,0,2.21,0,0,0,0,72,,100,1,2.21,1,2.21,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,3/30/2020,,0,0,0,0,158,96,,,4015,2439,0,0,0,0,0,,33,17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/30/2020,,13,0,0,13,76,48,9,69.23,,,0,0,,,0,0,0,0,9,30.77,4,,9,,0,,0,,0,,0,,0,,
1,Canada,Canada,3/30/2020,,7424,13,89,7437,225781,164718,1068,14.36,5941,4334,1179,18.84,19.57,0.23,28,1.2,15270,12123,546,84.44,6280,16.52,7096,18.67,84,0.22,5346,14.07,65,0.17,764,2.01,9,0.02,1.44
59,British Columbia,Colombie-Britannique,3/31/2020,,970,0,19,970,36024,40710,507,52.27,6998,7908,10,1.04,18.84,0.37,0,1.96,1055,1595,38,45.77,444,8.63,867,16.84,12,0.23,353,6.86,6,0.12,50,0.98,1,0.02,0.74
48,Alberta,Alberta,3/31/2020,,754,0,9,754,48692,45097,120,15.92,11012,10199,64,9.28,17.05,0.2,1,1.19,2635,1929,26,82.89,625,14.13,680,15.38,9,0.2,396,8.96,7,0.16,57,1.28,1,0.02,0.59
47,Saskatchewan,Saskatchewan,3/31/2020,,184,0,2,184,9372,8735,21,11.41,7951,7411,9,5.14,15.61,0.17,0,1.09,0,565,7,87.5,161,13.66,177,15.02,2,0.17,112,9.5,2,0.17,16,1.36,0,0.02,0.59
46,Manitoba,Manitoba,3/31/2020,,91,12,1,103,8629,8326,4,3.88,6256,6037,7,7.29,7.47,0.07,0,0.97,303,1207,2,95.15,98,7.11,96,6.96,1,0.07,82,5.95,1,0.07,12,0.85,0,0.01,0.15
35,Ontario,Ontario,3/31/2020,,1966,0,33,1966,55909,0,534,27.16,3795,,260,15.24,13.34,0.22,0,1.68,1797,0,103,71.16,1399,9.5,1789,12.14,32,0.22,1378,9.35,25,0.17,197,1.34,4,0.02,0.7
24,Quebec,QuÃ©bec,3/31/2020,,4162,0,31,4162,67540,61057,29,0.7,7877,7121,732,21.34,48.54,0.36,6,0.74,7825,7313,0,98.56,4102,47.84,4112,47.96,31,0.36,3149,36.72,27,0.31,450,5.25,4,0.04,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/31/2020,,152,0,1,152,2500,3622,7,4.61,4788,6937,4,2.7,29.11,0.19,0,0.66,168,289,0,94.74,144,27.58,151,28.92,1,0.19,117,22.41,1,0.19,17,3.2,0,0.03,0
13,New Brunswick,Nouveau-Brunswick,3/31/2020,,70,0,0,70,3630,3514,9,12.86,4645,4497,2,2.94,8.96,0,0,0,363,295,7,87.14,61,7.81,63,8.06,0,0,52,6.65,0,0,7,0.95,0,0,0.9
12,Nova Scotia,Nouvelle-Ã‰cosse,3/31/2020,,147,0,0,147,6614,5261,10,6.8,6753,5372,20,15.75,15.01,0,0,0,1122,323,0,93.2,137,13.99,142,14.5,0,0,96,9.8,0,0,14,1.4,0,0,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/31/2020,,21,0,0,21,551,513,1,4.76,3452,3214,3,16.67,13.16,0,0,0,74,55,0,95.24,20,12.53,20,12.53,0,0,18,11.28,0,0,3,1.61,0,0,0
60,Yukon,Yukon,3/31/2020,,5,0,0,5,702,541,,,16694,12865,0,0,11.89,0,0,0,14,0,,100,5,11.89,5,11.89,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/31/2020,,1,0,0,1,808,798,,,17892,17670,0,0,2.21,0,0,0,68,29,,100,1,2.21,1,2.21,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,3/31/2020,,0,0,0,0,167,96,,,4244,2439,0,0,0,0,0,,9,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/31/2020,,13,0,0,13,76,48,12,92.31,,,0,0,,,0,0,0,0,3,7.69,1,,5,,0,,0,,0,,0,,0,,
1,Canada,Canada,3/31/2020,,8536,12,96,8548,241214,178318,1254,14.67,6347,4692,1111,14.94,22.49,0.25,7,1.12,15433,13600,186,84.21,7198,18.94,8108,21.33,88,0.23,5756,15.15,69,0.18,822,2.16,10,0.03,0.49
59,British Columbia,Colombie-Britannique,4/1/2020,,1066,0,25,1066,36364,41710,606,56.85,7064,8103,96,9.9,20.71,0.49,6,2.35,340,1000,99,40.81,435,8.45,880,17.09,18,0.35,407,7.91,11,0.21,58,1.13,2,0.03,1.92
48,Alberta,Alberta,4/1/2020,,754,0,9,754,53141,47646,142,18.83,12018,10775,0,0,17.05,0.2,0,1.19,4449,2549,22,79.97,603,13.64,657,14.86,9,0.2,335,7.58,7,0.16,48,1.08,1,0.02,0.5
47,Saskatchewan,Saskatchewan,4/1/2020,,193,0,3,193,10202,9210,30,15.54,8655,7814,9,4.89,16.37,0.25,1,1.55,830,475,9,82.9,160,13.57,185,15.7,3,0.25,107,9.08,3,0.25,15,1.3,0,0.04,0.76
46,Manitoba,Manitoba,4/1/2020,,109,18,1,127,9811,8704,4,3.15,7113,6311,24,23.3,9.21,0.07,0,0.79,1182,378,0,96.06,122,8.85,112,8.12,1,0.07,92,6.67,1,0.07,13,0.95,0,0.01,0
35,Ontario,Ontario,4/1/2020,,2392,0,37,2392,61009,0,689,28.8,4141,,426,21.67,16.23,0.25,4,1.55,5100,0,155,69.65,1666,11.31,2203,14.95,36,0.24,1704,11.57,24,0.16,243,1.65,3,0.02,1.05
24,Quebec,QuÃ©bec,4/1/2020,,4611,0,33,4611,69711,69119,29,0.63,8130,8061,449,10.79,53.78,0.38,2,0.72,2171,8062,0,98.66,4549,53.05,4537,52.91,32,0.37,3272,38.16,27,0.31,467,5.45,4,0.04,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/1/2020,,175,0,1,175,2762,3812,10,5.71,5290,7301,23,15.13,33.52,0.19,0,0.57,262,190,3,93.71,164,31.41,172,32.94,1,0.19,108,20.69,1,0.19,15,2.96,0,0.03,0.57
13,New Brunswick,Nouveau-Brunswick,4/1/2020,,81,0,0,81,4121,3968,14,17.28,5273,5078,11,15.71,10.37,0,0,0,491,454,5,82.72,67,8.57,73,9.34,0,0,55,7.04,0,0,8,1.01,0,0,0.64
12,Nova Scotia,Nouvelle-Ã‰cosse,4/1/2020,,173,0,0,173,7405,6023,11,6.36,7561,6150,26,17.69,17.66,0,0,0,791,762,1,93.64,162,16.54,166,16.95,0,0,105,10.72,0,0,15,1.53,0,0,0.1
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/1/2020,,21,0,0,21,551,513,3,14.29,3452,3214,0,0,13.16,0,0,0,0,0,2,85.71,18,11.28,20,12.53,0,0,16,10.02,0,0,2,1.43,0,0,1.25
60,Yukon,Yukon,4/1/2020,,5,0,0,5,722,614,3,60,17169,14601,0,0,11.89,0,0,0,20,73,3,40,2,4.76,5,11.89,0,0,2,4.76,0,0,0,0.68,0,0,7.13
61,Northwest Territories,Territoires du Nord-Ouest,4/1/2020,,2,0,0,2,951,875,,,21058,19375,1,100,4.43,0,0,0,143,77,,100,2,4.43,2,4.43,0,0,1,2.21,0,0,0,0.32,0,0,0
62,Nunavut,Nunavut,4/1/2020,,0,0,0,0,183,97,,,4650,2465,0,0,0,0,0,,16,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,4/1/2020,,13,0,0,13,76,48,12,92.31,,,0,0,,,0,0,0,0,0,7.69,1,,4,,0,,0,,0,,0,,0,,
1,Canada,Canada,4/1/2020,,9595,18,109,9613,256009,192339,1553,16.16,6736,5061,1065,12.46,25.29,0.29,13,1.13,14795,14021,299,82.71,7951,20.92,9016,23.72,100,0.26,6204,16.32,74,0.19,886,2.33,11,0.03,0.79
59,British Columbia,Colombie-Britannique,4/2/2020,,1121,0,31,1121,36966,42799,641,57.18,7181,8314,55,5.16,21.78,0.6,6,2.77,602,1089,35,40.05,449,8.72,850,16.51,23,0.45,396,7.69,17,0.33,57,1.1,2,0.05,0.68
48,Alberta,Alberta,4/2/2020,,968,0,13,968,57096,52417,174,17.98,12912,11854,214,28.38,21.89,0.29,4,1.34,3955,4771,32,80.68,781,17.66,822,18.59,12,0.27,482,10.9,11,0.25,69,1.56,2,0.04,0.72
47,Saskatchewan,Saskatchewan,4/2/2020,,206,0,3,206,11034,9612,36,17.48,9361,8155,13,6.74,17.48,0.25,0,1.46,832,402,6,81.07,167,14.17,186,15.78,3,0.25,111,9.42,3,0.25,16,1.35,0,0.04,0.51
46,Manitoba,Manitoba,4/2/2020,,152,15,1,167,11098,9814,11,6.59,8046,7115,40,31.5,12.11,0.07,0,0.6,1287,1110,7,92.81,155,11.24,150,10.88,1,0.07,131,9.5,1,0.07,19,1.36,0,0.01,0.51
35,Ontario,Ontario,4/2/2020,,2793,0,53,2793,64785,0,831,29.75,4397,,401,16.76,18.96,0.36,16,1.9,3776,0,142,68.35,1909,12.96,2535,17.21,51,0.35,1935,13.13,38,0.26,276,1.88,5,0.04,0.96
24,Quebec,QuÃ©bec,4/2/2020,,5518,0,36,5518,74542,76378,224,4.06,8693,8908,907,19.67,64.35,0.42,3,0.65,4831,7259,195,95.29,5258,61.32,5397,62.94,35,0.41,3889,45.36,28,0.33,556,6.48,4,0.05,2.27
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/2/2020,,183,0,1,183,2904,4109,10,5.46,5562,7870,8,4.57,35.05,0.19,0,0.55,142,297,0,93.99,172,32.94,180,34.48,1,0.19,101,19.34,1,0.19,14,2.76,0,0.03,0
13,New Brunswick,Nouveau-Brunswick,4/2/2020,,91,0,0,91,4625,4415,22,24.18,5918,5650,10,12.35,11.64,0,0,0,504,447,8,75.82,69,8.83,80,10.24,0,0,58,7.42,0,0,8,1.06,0,0,1.02
12,Nova Scotia,Nouvelle-Ã‰cosse,4/2/2020,,193,0,0,193,8059,6898,16,8.29,8229,7043,20,11.56,19.71,0,0,0,654,875,5,91.71,177,18.07,179,18.28,0,0,120,12.25,0,0,17,1.75,0,0,0.51
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/2/2020,,22,0,0,22,653,587,3,13.64,4091,3677,1,4.76,13.78,0,0,0,102,74,0,86.36,19,11.9,20,12.53,0,0,13,8.14,0,0,2,1.16,0,0,0
60,Yukon,Yukon,4/2/2020,,6,0,0,6,742,640,3,50,17645,15219,1,20,14.27,0,0,0,20,26,0,50,3,7.13,6,14.27,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,4/2/2020,,2,0,0,2,969,946,,,21457,20947,0,0,4.43,0,0,0,18,71,,100,2,4.43,2,4.43,0,0,1,2.21,0,0,0,0.32,0,0,0
